body_tool,0.059898,-0.018668,0.040054,0.393406,-0.136328,0.860265,-0.294263
pol_body,0.206389,0.212595,-0.852778,0.320141,-0.375254,-0.627118,0.602841
pol_tool,0.158470,0.156147,-0.845158,-0.265356,-0.493878,0.807124,0.184991
body_tool,0.059878,-0.018643,0.040135,0.393452,-0.136176,0.860335,-0.294066
pol_body,0.206415,0.212605,-0.852791,0.320218,-0.375181,-0.627062,0.602904
pol_tool,0.158455,0.156172,-0.845114,-0.265123,-0.493986,0.807107,0.185108
body_tool,0.059932,-0.018647,0.040141,0.393905,-0.136334,0.860039,-0.294254
pol_body,0.206420,0.212618,-0.852761,0.319991,-0.375128,-0.627444,0.602660
pol_tool,0.158401,0.156173,-0.845075,-0.264935,-0.494138,0.807078,0.185102
body_tool,0.059945,-0.018719,0.040096,0.393260,-0.136413,0.860303,-0.294306
pol_body,0.206456,0.212603,-0.852767,0.320139,-0.375237,-0.627057,0.602916
pol_tool,0.158483,0.156105,-0.845160,-0.265473,-0.493824,0.807132,0.184932
body_tool,0.059854,-0.018687,0.040157,0.393691,-0.136389,0.860350,-0.293604
pol_body,0.206455,0.212557,-0.852795,0.320007,-0.375548,-0.626879,0.602977
pol_tool,0.158449,0.156160,-0.845107,-0.265171,-0.494092,0.807030,0.185095
body_tool,0.059813,-0.018715,0.040141,0.393657,-0.136390,0.860453,-0.293347
pol_body,0.206396,0.212473,-0.852813,0.319819,-0.375766,-0.626627,0.603203
pol_tool,0.158410,0.156107,-0.845113,-0.265158,-0.493907,0.807150,0.185086
body_tool,0.059726,-0.018666,0.040144,0.393506,-0.136752,0.860555,-0.293082
pol_body,0.206311,0.212416,-0.852797,0.319701,-0.375516,-0.626555,0.603497
pol_tool,0.158387,0.156112,-0.845024,-0.265054,-0.494146,0.807022,0.185154
body_tool,0.059752,-0.018737,0.040080,0.393435,-0.136379,0.860577,-0.293286
pol_body,0.206326,0.212471,-0.852750,0.319969,-0.375579,-0.626522,0.603350
pol_tool,0.158415,0.156132,-0.845114,-0.265123,-0.493986,0.807107,0.185108
body_tool,0.059711,-0.018650,0.040092,0.393766,-0.136526,0.860415,-0.293249
pol_body,0.206279,0.212480,-0.852766,0.319922,-0.375554,-0.626691,0.603214
pol_tool,0.158384,0.156202,-0.845056,-0.264983,-0.494258,0.806994,0.185076
body_tool,0.059681,-0.018734,0.040130,0.393578,-0.136197,0.860619,-0.293056
pol_body,0.206376,0.212403,-0.852757,0.320050,-0.375852,-0.626367,0.603298
pol_tool,0.158425,0.156142,-0.845104,-0.265123,-0.493986,0.807107,0.185108
body_tool,0.059795,-0.018615,0.040166,0.393190,-0.136211,0.860655,-0.293463
pol_body,0.206366,0.212544,-0.852848,0.320310,-0.375528,-0.626440,0.603285
pol_tool,0.158456,0.156152,-0.845108,-0.265322,-0.493958,0.807081,0.185014
body_tool,0.059819,-0.018704,0.040319,0.393499,-0.135787,0.860667,-0.293210
pol_body,0.206548,0.212566,-0.852838,0.320636,-0.376020,-0.626192,0.603063
pol_tool,0.158446,0.156168,-0.845144,-0.265366,-0.494002,0.807068,0.184890
body_tool,0.059712,-0.018605,0.040216,0.393577,-0.136329,0.860641,-0.292930
pol_body,0.206397,0.212479,-0.852838,0.320181,-0.375855,-0.626324,0.603271
pol_tool,0.158442,0.156189,-0.845048,-0.265219,-0.494212,0.806947,0.185069
body_tool,0.059733,-0.018675,0.040213,0.393739,-0.136082,0.860574,-0.293025
pol_body,0.206404,0.212457,-0.852795,0.320239,-0.375972,-0.626329,0.603162
