body_tool,-0.042453,0.087216,0.133111,-0.308538,-0.236335,-0.594637,0.703816
pol_body,0.140720,-0.016606,-1.034835,-0.624616,0.010287,0.754440,-0.201420
pol_tool,0.045984,-0.114707,-0.942484,-0.205285,-0.549350,0.801551,0.116569
body_tool,-0.042410,0.087253,0.133169,-0.308360,-0.236629,-0.594629,0.703802
pol_body,0.140804,-0.016555,-1.034818,-0.624785,0.010256,0.754314,-0.201369
pol_tool,0.045982,-0.114734,-0.942540,-0.205237,-0.549248,0.801632,0.116581
body_tool,-0.042366,0.087268,0.133160,-0.308205,-0.236773,-0.594520,0.703914
pol_body,0.140767,-0.016562,-1.034821,-0.624712,0.010229,0.754374,-0.201371
pol_tool,0.045972,-0.114770,-0.942564,-0.205146,-0.549026,0.801801,0.116625
body_tool,-0.042403,0.087290,0.133092,-0.308583,-0.236396,-0.594388,0.703986
pol_body,0.140673,-0.016551,-1.034843,-0.624565,0.010222,0.754518,-0.201289
pol_tool,0.045973,-0.114740,-0.942528,-0.205281,-0.549286,0.801612,0.116458
body_tool,-0.042346,0.087237,0.133080,-0.308438,-0.236371,-0.594526,0.703941
pol_body,0.140710,-0.016596,-1.034825,-0.624616,0.010287,0.754440,-0.201420
pol_tool,0.045995,-0.114742,-0.942575,-0.205355,-0.549197,0.801645,0.116523
body_tool,-0.042369,0.087322,0.133090,-0.308423,-0.236487,-0.594418,0.704000
pol_body,0.140673,-0.016475,-1.034811,-0.624589,0.010137,0.754512,-0.201241
pol_tool,0.045982,-0.114724,-0.942540,-0.205237,-0.549248,0.801632,0.116581
body_tool,-0.042411,0.087361,0.133133,-0.308421,-0.236406,-0.594286,0.704140
pol_body,0.140766,-0.016414,-1.034781,-0.624797,0.010025,0.754369,-0.201136
pol_tool,0.046014,-0.114736,-0.942531,-0.205530,-0.549363,0.801511,0.116353
body_tool,-0.042373,0.087208,0.133098,-0.308458,-0.236499,-0.594623,0.703808
pol_body,0.140757,-0.016656,-1.034835,-0.624665,0.010398,0.754386,-0.201465
pol_tool,0.045998,-0.114747,-0.942560,-0.205272,-0.549172,0.801678,0.116558
body_tool,-0.042342,0.087141,0.133079,-0.308543,-0.236290,-0.594749,0.703734
pol_body,0.140757,-0.016745,-1.034851,-0.624618,0.010520,0.754374,-0.201646
pol_tool,0.046005,-0.114752,-0.942585,-0.205355,-0.549197,0.801645,0.116523
body_tool,-0.042306,0.087123,0.132945,-0.308804,-0.235848,-0.594578,0.703912
pol_body,0.140587,-0.016823,-1.034893,-0.624337,0.010606,0.754577,-0.201753
pol_tool,0.046008,-0.114756,-0.942598,-0.205517,-0.549185,0.801638,0.116342
body_tool,-0.042432,0.087281,0.133144,-0.308568,-0.236456,-0.594446,0.703923
pol_body,0.140767,-0.016546,-1.034829,-0.624711,0.010275,0.754397,-0.201285
pol_tool,0.045980,-0.114725,-0.942512,-0.205364,-0.549312,0.801578,0.116423
body_tool,-0.042365,0.087264,0.133198,-0.308480,-0.236628,-0.594488,0.703869
pol_body,0.140916,-0.016552,-1.034790,-0.624944,0.010358,0.754206,-0.201273
pol_tool,0.046003,-0.114743,-0.942587,-0.205482,-0.549261,0.801591,0.116365
body_tool,-0.042405,0.087277,0.133032,-0.308778,-0.235943,-0.594316,0.704114
pol_body,0.140570,-0.016552,-1.034870,-0.624421,0.010122,0.754615,-0.201378
